model,k,pattern,scenario,size_iu,first_topup_min,n_topups,total_topup_iu,mean_diff_iu,mean_abs_diff_iu,worst_abs_diff_iu,worst_diff_iu,worst_diff_time_min,mean_pct_error,mean_abs_pct_error,worst_abs_pct_error,pct_of_window_within_threshold,n_evaluation_points,horizon_min
prodose,0.005495688622151766,two_boluses,2 x 5000 IU at 60/120 min,5000.0,60.0,2,10000.0,871.0541552243808,936.7339572153242,1838.7836101220382,1838.7836101220382,240.0,4.688064993927166,4.929988971458411,12.170689265705334,55.10204081632652,49,240.0
prodose,0.005495688622151766,two_boluses,2 x 10000 IU at 60/120 min,10000.0,60.0,2,20000.0,755.50007010769,886.9966829847913,2041.7651183387607,2041.7651183387607,240.0,3.237554968654579,3.6635069220415084,10.334808914460364,61.224489795918366,49,240.0
prodose,0.005495688622151766,three_boluses,3 x 2500 IU at 45/90/135 min,2500.0,45.0,3,7500.0,794.2841412935683,935.441182483077,1781.143645593551,1781.143645593551,240.0,4.675093093679451,5.215054532772534,12.757066493478396,55.10204081632652,49,240.0
prodose,0.005495688622151766,three_boluses,3 x 5000 IU at 45/90/135 min,5000.0,45.0,3,15000.0,717.353842539864,895.0491366481342,1926.4851892817824,1926.4851892817824,240.0,3.467643669149597,4.1001109883270415,11.031407996112694,61.224489795918366,49,240.0
prodose,0.005495688622151766,three_boluses,3 x 10000 IU at 45/90/135 min,10000.0,45.0,3,30000.0,563.4932450324568,858.9145767284834,2217.1682766582417,2217.1682766582417,240.0,2.018493061044576,2.9348148743175932,9.061915506446137,67.3469387755102,49,240.0
prodose-2,0.00419150511601981,single,2500 IU at 30 min,2500.0,30.0,1,2500.0,1020.9881427212842,1381.8672649286025,2533.6279643566595,2533.6279643566595,240.0,5.83517524351305,7.09292580615743,16.201502277837278,34.69387755102041,49,240.0
prodose-2,0.00419150511601981,single,2500 IU at 60 min,2500.0,60.0,1,2500.0,1318.9769730531293,1388.6199380719445,2509.0757227447593,2509.0757227447593,240.0,7.122353360522694,7.379869317447671,15.928018710736318,34.69387755102041,49,240.0
prodose-2,0.00419150511601981,single,2500 IU at 90 min,2500.0,90.0,1,2500.0,1563.5487516148219,1563.5487516148219,2477.0554190243583,2477.0554190243583,240.0,8.327200911983704,8.327200911983704,15.600452296317497,24.489795918367346,49,240.0
prodose-2,0.00419150511601981,single,2500 IU at 120 min,2500.0,120.0,1,2500.0,1760.7517926365872,1760.7517926365872,2436.159180922281,2436.159180922281,240.0,9.445793295464645,9.445793295464645,15.21093569675019,6.122448979591836,49,240.0
prodose-2,0.00419150511601981,single,5000 IU at 30 min,5000.0,30.0,1,5000.0,1018.4918835737268,1450.27305586615,2670.349437680474,2670.349437680474,240.0,5.49969551833069,6.904802652105657,15.883890898181345,32.6530612244898,49,240.0
prodose-2,0.00419150511601981,single,5000 IU at 60 min,5000.0,60.0,1,5000.0,1295.022079198366,1409.0856430514243,2621.2449544566716,2621.2449544566716,240.0,6.544051716274751,6.9367385332941325,15.382523597904974,36.734693877551024,49,240.0
prodose-2,0.00419150511601981,single,5000 IU at 90 min,5000.0,90.0,1,5000.0,1515.1212958652993,1515.1212958652993,2557.204347015868,2557.204347015868,240.0,7.473991541686982,7.473991541686982,14.788857353351496,28.57142857142857,49,240.0
prodose-2,0.00419150511601981,single,5000 IU at 120 min,5000.0,120.0,1,5000.0,1684.618413270412,1684.618413270412,2475.411870811713,2475.411870811713,240.0,8.284315866853728,8.284315866853728,14.091336002094119,14.285714285714285,49,240.0
prodose-2,0.00419150511601981,single,10000 IU at 30 min,10000.0,30.0,1,10000.0,1013.4993652786114,1594.1184396822557,2943.7923843281023,2943.7923843281023,240.0,4.951871173339459,6.620388562295535,15.365389416758575,28.57142857142857,49,240.0
prodose-2,0.00419150511601981,single,10000 IU at 60 min,10000.0,60.0,1,10000.0,1247.1122914888413,1477.6817034250269,2845.5834178805017,2845.5834178805017,240.0,5.615330595984994,6.312992560169683,14.506407952230502,38.775510204081634,49,240.0
prodose-2,0.00419150511601981,single,10000 IU at 90 min,10000.0,90.0,1,10000.0,1418.2663843662533,1444.1519965846749,2717.5022029988904,2717.5022029988904,240.0,6.127642980047222,6.210313961738387,13.50776226821642,34.69387755102041,49,240.0
prodose-2,0.00419150511601981,single,10000 IU at 120 min,10000.0,120.0,1,10000.0,1532.3516545380603,1532.3516545380603,2553.917250590581,2553.917250590581,240.0,6.485296470910173,6.485296470910173,12.356245243683723,26.53061224489796,49,240.0
prodose-2,0.00419150511601981,two_boluses,2 x 2500 IU at 60/120 min,2500.0,60.0,2,5000.0,1268.5933669414317,1338.2363319602475,2548.3284126341932,2548.3284126341932,240.0,6.288184990782588,6.545700947707565,14.727108071147464,40.816326530612244,49,240.0
prodose-2,0.00419150511601981,two_boluses,2 x 5000 IU at 60/120 min,5000.0,60.0,2,10000.0,1194.2548669749713,1308.3184308280295,2699.7503342355412,2699.7503342355412,240.0,5.1718314575277216,5.564518274547105,13.40322548251599,44.89795918367347,49,240.0
prodose-2,0.00419150511601981,two_boluses,2 x 10000 IU at 60/120 min,10000.0,60.0,2,20000.0,1045.5778670420518,1276.1472789782374,3002.594177438241,3002.594177438241,240.0,3.6269598537149754,4.324621817899663,11.628807493021935,53.06122448979592,49,240.0
prodose-2,0.00419150511601981,three_boluses,3 x 2500 IU at 45/90/135 min,2500.0,45.0,3,7500.0,1090.994886756752,1282.628501952842,2617.3289673645904,2617.3289673645904,240.0,5.1096462024754565,5.79773710648277,13.972278607851104,42.857142857142854,49,240.0
prodose-2,0.00419150511601981,three_boluses,3 x 5000 IU at 45/90/135 min,5000.0,45.0,3,15000.0,992.063132875961,1245.527763358837,2837.7514436963393,2837.7514436963393,240.0,3.846890845515394,4.69503299418195,12.33814440733397,48.97959183673469,49,240.0
