stratified_by,stratum,stratum_low,stratum_high,n,bias_iu,sd_iu,loa_low_iu,loa_high_iu,mean_pct_error,mean_abs_pct_error,max_abs_error_iu,pct_within_threshold_iu,model
ibw_kg,33.46 to 63.07,33.463021933056346,63.07240518819815,250,82.47503966394123,328.30715138466064,-561.0069770499936,725.9570563778761,0.4552354376538766,1.3197464289404885,837.8447360332793,100.0,meesters
ibw_kg,63.07 to 69.76,63.07240518819815,69.76346199057713,250,54.793936130892355,399.25500017975406,-727.7458642214256,837.3337364832103,0.3115241502460713,1.3828810312080482,1097.0033271900575,99.2,meesters
ibw_kg,69.76 to 76.48,69.76346199057713,76.47932974443758,250,-22.315931615643567,429.7164750572133,-864.5602227277816,819.9283594964945,-0.009979799664174421,1.345016895797154,1187.0507924893973,98.8,meesters
ibw_kg,76.48 to 103,76.47932974443758,102.97283675591316,250,-74.98234448395141,477.63312428616723,-1011.1432680848391,861.1785791169364,-0.18755715979423676,1.336086424625178,1213.5890588479015,94.8,meesters
elapsed_time_min,28.77 to 64.48,28.76603937056002,64.47773603746047,250,-448.1673475350031,244.77327463158485,-927.9229658129094,31.588270742903205,-1.8040469176751834,1.8101610960727184,1108.905184231393,97.2,prodose
elapsed_time_min,64.48 to 75.43,64.47773603746047,75.4341041408175,250,-80.50533242421373,126.68717036985664,-328.81218634913273,167.8015215007053,-0.32014813122776176,0.5274945765649328,481.7472381631487,100.0,prodose
elapsed_time_min,75.43 to 85.69,75.4341041408175,85.68644237781925,250,134.74502453427493,102.2479939255921,-65.66104355988557,335.15109262843544,0.6745258319929353,0.7178378400802972,383.94723368297855,100.0,prodose
elapsed_time_min,85.69 to 116.8,85.68644237781925,116.81673908343436,250,432.29674626817734,144.117732237028,149.82599108360245,714.7675014527522,2.211345291192931,2.211345291192931,828.5528978360016,100.0,prodose
residual_load_iu,1.283e+04 to 1.971e+04,12825.801881939798,19714.809308254065,250,270.7499251864399,236.6115395606183,-193.00869235237195,734.5085427252518,1.5105860922648626,1.6925708470924836,802.3647652203908,100.0,prodose
residual_load_iu,1.971e+04 to 2.183e+04,19714.809308254065,21831.280867354926,250,103.52955036635656,269.4028999690503,-424.50013357298195,631.5592343056951,0.5069495563773697,1.1131957743268284,800.8295642370431,100.0,prodose
residual_load_iu,2.183e+04 to 2.372e+04,21831.280867354926,23721.688730797596,250,16.017624304020412,281.01218539157736,-534.7662590634712,566.801507671512,0.07634286183954989,0.9681326334573226,828.5528978360016,100.0,prodose
residual_load_iu,2.372e+04 to 3.264e+04,23721.688730797596,32638.688082913883,250,-351.92800901358146,323.59791464185463,-986.1799217116165,282.3239036844536,-1.3322024361988607,1.4929395490342456,1108.905184231393,97.2,prodose
time_on_cpb_min,15.63 to 49.14,15.627724082266901,49.14352164114939,250,-416.8839999382702,271.511371419948,-949.0462879213683,115.27828804482783,-1.6652555847444377,1.7077718158515331,1108.905184231393,97.2,prodose
time_on_cpb_min,49.14 to 60.17,49.14352164114939,60.17171432776622,250,-71.20233656015658,176.543715196069,-417.2280183444518,274.8233452241386,-0.27100961642021193,0.6624789802739426,885.4357007430153,100.0,prodose
time_on_cpb_min,60.17 to 70.57,60.17171432776622,70.56549350801032,250,117.07836973028355,162.13968446956832,-200.71541183007037,434.8721512906375,0.5987592101812925,0.7971884024341674,554.9014498759534,100.0,prodose
time_on_cpb_min,70.57 to 99.37,70.56549350801032,99.36681771329577,250,409.37705761137863,168.6276638032787,78.86683655695242,739.8872786658048,2.0991820652662785,2.0993996053512363,828.5528978360016,100.0,prodose
ibw_kg,33.46 to 63.07,33.463021933056346,63.07240518819815,250,89.22235674078306,281.79836675507295,-463.10244209915993,641.5471555807261,0.5792394953780678,1.3195643350059016,719.1946995755461,100.0,prodose
ibw_kg,63.07 to 69.76,63.07240518819815,69.76346199057713,250,52.38745827374203,341.50448868775425,-616.9613395542563,721.7362561017403,0.37003318060995033,1.3449358626136718,1042.2275440962221,99.6,prodose
ibw_kg,69.76 to 76.48,69.76346199057713,76.47932974443758,250,-22.665716891755466,368.66806242475843,-745.2551192442819,699.923685460771,0.016451253954782828,1.2995210023481056,1080.8589609767769,99.6,prodose
ibw_kg,76.48 to 103,76.47932974443758,102.97283675591316,250,-80.57500727953422,414.1038664550328,-892.2185855313985,731.06857097233,-0.2040478556598797,1.3028176039432005,1108.905184231393,98.0,prodose
elapsed_time_min,28.77 to 64.48,28.76603937056002,64.47773603746047,250,-549.8733006620762,406.5304571845234,-1346.672996743742,246.92639541958965,-2.0061850457814296,2.141308354248564,1591.1283866504018,87.2,prodose-2
elapsed_time_min,64.48 to 75.43,64.47773603746047,75.4341041408175,250,-81.94740913095482,263.58365022643716,-598.5713635747717,434.676545312862,-0.22401127324808978,0.915783461300141,940.8889156779733,100.0,prodose-2
elapsed_time_min,75.43 to 85.69,75.4341041408175,85.68644237781925,250,170.3226628143632,248.22100541168714,-316.1905077925436,656.83583342127,0.8375430851691937,1.093804467273232,846.2525569195932,100.0,prodose-2
elapsed_time_min,85.69 to 116.8,85.68644237781925,116.81673908343436,250,524.6593332693036,262.74068160360116,9.687597326245282,1039.631069212362,2.440616955251024,2.4622234878080382,1255.275408204996,97.2,prodose-2
residual_load_iu,1.456e+04 to 2.196e+04,14556.69099811772,21963.884709238642,250,469.24234202306144,316.6935188455986,-151.47695491431176,1089.9616389604346,2.34170981323845,2.486658583331575,1255.275408204996,97.2,prodose-2
residual_load_iu,2.196e+04 to 2.405e+04,21963.884709238642,24045.280648051383,250,192.23802277744525,289.50963950321795,-375.20087064886195,759.6769162037525,0.8455686490211887,1.2412988318947749,840.8306267664884,100.0,prodose-2
residual_load_iu,2.405e+04 to 2.609e+04,24045.280648051383,26091.938388342667,250,-69.22263011788955,296.26775792192666,-649.9074356448658,511.4621754090867,-0.27212046901159137,0.9420652342382266,889.4276277321369,100.0,prodose-2
residual_load_iu,2.609e+04 to 3.471e+04,26091.938388342667,34713.77563333273,250,-529.0964483919814,406.52936602558856,-1325.8940058021349,267.70110901817213,-1.867194271857349,1.9430971211653982,1591.1283866504018,87.2,prodose-2
time_on_cpb_min,15.63 to 49.14,15.627724082266901,49.14352164114939,250,-522.7402620206217,421.16343253612206,-1348.220589791421,302.74006575017756,-1.9004214014895728,2.0891644522933457,1591.1283866504018,87.6,prodose-2
time_on_cpb_min,49.14 to 60.17,49.14352164114939,60.17171432776622,250,-55.823131418581,302.02906079378533,-647.8000905744002,536.1538277372383,-0.10370472333579389,0.9990431852314907,1459.4177580856922,99.6,prodose-2
time_on_cpb_min,60.17 to 70.57,60.17171432776622,70.56549350801032,250,135.00799610300623,290.76142325898593,-434.8843934846062,704.9003856906187,0.6897005170377796,1.1405644242715944,846.2525569195932,100.0,prodose-2
time_on_cpb_min,70.57 to 99.37,70.56549350801032,99.36681771329577,250,506.71668362683226,272.92295530929,-28.212308779376144,1041.6456760330407,2.3623893291782854,2.384347708833544,1255.275408204996,97.2,prodose-2
ibw_kg,33.46 to 63.07,33.463021933056346,63.07240518819815,250,312.9025016362473,385.6385591669496,-442.949074330974,1068.7540776034684,1.6212324690480355,2.0656457663650136,1255.275408204996,97.2,prodose-2
ibw_kg,63.07 to 69.76,63.07240518819815,69.76346199057713,250,119.09459667698421,438.79308208231055,-740.9398442043445,979.1290375583129,0.6136002311128796,1.6130828058036022,1414.2723844981556,98.8,prodose-2
ibw_kg,69.76 to 76.48,69.76346199057713,76.47932974443758,250,-78.05455743031875,448.27593024191157,-956.6753807044654,800.566265843828,-0.2206854014354741,1.4120262967022037,1518.1362077057238,97.2,prodose-2
ibw_kg,76.48 to 103,76.47932974443758,102.97283675591316,250,-290.781254592277,485.22826343213836,-1241.828650919268,660.2661417347142,-0.9661835773347422,1.5223649017591552,1591.1283866504018,91.2,prodose-2
